Plant_ID,Temperature_C,Humidity_%,Soil_Moisture_%,Soil_pH,Nutrient_Level,Light_Intensity_lux,Health_Score,Health_Status
Plant_80,19.037293256197323,68.50221742113493,38.24716102722883,6.375735690962776,46.94380888931687,24434.21569506933,93.36657357758983,1
Plant_81,24.340984336487463,56.51347865592141,45.00791938284896,7.100265829236936,56.33661024774059,17019.231453217893,95.48639295024037,1
Plant_82,26.07133771453524,56.50742295681571,54.01810123393672,6.570179934924023,43.0180032538895,20407.773701655045,83.20216577948828,1
Plant_83,29.433682134224547,56.783649487826175,23.342177757996872,5.516465148206424,66.78674673372566,20253.400359169842,92.21294945685148,1
Plant_84,23.44518934517906,80.76747983560841,10.557285702941428,5.941406769146499,30.88359449348243,16792.23651873476,81.33958380580235,1
Plant_85,22.574519191320437,63.819354522315535,36.74194725762625,6.407077123903626,63.111674978026244,22868.88500627404,79.04888352299234,1
Plant_86,23.49472886924639,64.3004164719107,26.68931361128762,6.654999491582777,47.756810291218954,26974.019917558453,76.66962380946238,1
Plant_87,27.746206353106224,70.30283454031843,37.37789703529034,6.471705755550052,58.595848723435566,19948.981776548506,76.89609008622435,1
Plant_88,25.986253328979053,62.387891590265134,42.78329521773793,7.109485394896832,50.79801484058733,21515.0632648213,64.52198443690969,0
Plant_89,23.410719388698883,57.40957854179297,38.2012738646548,5.5244490679806875,61.39555536025469,20253.555427445983,82.64254763607339,1
Plant_90,26.539802299340067,58.03650150915022,66.78701301706118,6.57179396825258,46.12638035447189,17859.245990278472,79.59666089785956,1
Plant_91,25.291232648044122,59.283987405859364,49.9011714690348,5.591010387306422,39.01379574822188,14537.719166593952,87.45360724077875,1
Plant_92,27.90593497159867,59.627777634901584,49.507115394162426,6.8798561477420845,64.20504287271064,17882.679550713903,80.9352349643861,1
Plant_93,22.893840718367944,67.2762954363698,54.333107160651025,6.452770642778999,48.86519354117859,15824.124857144805,78.37296298430908,1
Plant_94,24.017013560206696,60.519458858072994,27.917503233288464,6.709804986012059,52.21558473624211,25112.306234177355,71.2880696999237,1
Plant_95,23.823675540603528,67.3264007721558,60.58667681130403,6.068058519705117,62.34751914044795,19654.670918230284,80.72153236821761,1
Plant_96,20.609455155603644,59.19283419891418,43.863535701968104,7.139732465828875,39.68044757905565,18962.24201285849,87.38237230816162,1
Plant_97,25.88836083119373,60.786351903160906,55.05720925861819,7.0208623320294254,55.95490897639257,22667.46147436342,68.5666100891614,0
Plant_98,25.783165816539668,40.01799315467892,28.92214150439767,6.791772151505944,44.10105243537109,16634.746691432338,80.87473753680739,1
Plant_99,25.015340369927383,69.16327674702481,21.693618509759034,6.435241376568279,48.67830644355628,17699.407885986344,82.33042951529484,1
Plant_100,24.29623859987456,63.46488475897993,57.26834487037543,6.789928642647566,50.72278965384289,20204.216807745863,72.81935216381736,1
Plant_101,20.753887773848756,69.98010109859652,50.64614289146275,6.146553716006325,34.997781385530644,23086.306974270443,74.12143695092,1
Plant_102,23.738064031703924,31.037446218063106,31.469226684637345,6.927777829510356,42.211629571795655,21505.055135506365,82.30610848766214,1
Plant_103,23.971856450419693,80.88374704780728,31.955053780879584,7.32474044716196,63.51072892413139,20744.975427547648,68.66578981707377,0
Plant_104,22.593168192335142,58.604103718448265,61.88152176622154,7.035305279989593,58.86191188584796,20234.35320570805,83.49923715249392,1
Plant_105,24.516142865001974,71.08182816737516,27.15882160699008,6.135198765096296,49.37360422672765,21200.707566580324,71.046456263408,1
Plant_106,26.212152570443614,49.60094072874469,69.64009429883944,6.680708658636552,52.431234585128934,20604.958715387766,90.62853693033216,1
Plant_107,30.65855770363159,66.12773905062569,31.49068898028197,5.853429228120676,47.05757494363542,16910.08317566919,103.378277453883,1
Plant_108,25.523733438495515,49.46584436826344,54.57587888412574,6.786195155587838,63.56583385827982,20138.237664899454,71.3924319829818,1
Plant_109,25.772651172168292,53.76231039304195,40.07072286376523,6.725301706431269,47.99647422205836,16778.934023246744,85.34207862374674,1
Plant_110,24.7766622527015,79.14031353866787,54.047811466235146,5.565091830233918,52.31842092134848,20243.247628702473,72.73258095117981,1
Plant_111,19.243686354102877,58.09317599236653,36.838289968287114,5.919108078043818,61.460301441420654,18558.056175535276,90.40954173797789,1
Plant_112,24.920458373652348,62.17432873179723,42.558106408915584,6.358430551628117,42.226285151540935,27618.144868348583,67.34741590914786,0
Plant_113,25.18069062982308,68.70067730688754,45.61378763093582,6.349570126429587,65.58789184496894,19880.316848744864,84.80586758427712,1
Plant_114,32.389726337455855,64.95681887972604,29.96718816327791,5.895261532290597,34.69538590256623,15787.281301215233,71.27011033110648,1
Plant_115,24.422917105656634,61.504189051435766,56.11236518130189,6.694489364676092,66.29642131112799,19597.459367969226,77.93015410901631,1
Plant_116,25.904642027000836,63.64961002466225,37.30179650292622,6.625736804470256,46.27324416048025,21558.076236913665,69.68974724852693,0
Plant_117,24.89586469088427,84.03415585238275,41.571001269899725,6.4028654340107405,47.57301252174718,25020.09183845757,88.22350470895753,1
Plant_118,21.493965887141403,59.42381202966415,30.084759380872317,6.1221042499208185,31.09989828817057,18231.642800183843,71.63019645560414,1
Plant_119,28.42846844354506,62.010990467149675,6.5649951180703425,7.024353563208281,45.452052826223074,15252.716077929079,85.51964259331828,1
Plant_120,27.255799098060322,70.50654396007612,42.13458356099746,7.327703556544147,39.60193468973116,22450.511034292944,76.55901971737667,1
Plant_121,27.373095841129143,71.05525932957984,81.18923132419374,6.258219258076731,43.923536546265275,15858.203882301046,78.85527628201137,1
Plant_122,22.271837635615782,71.8703030556038,56.769064318470356,6.19391654142259,48.6268903421112,18691.533675477545,81.47755907400129,1
Plant_123,29.2083829328083,66.38730222029184,44.71109430398408,6.745603832705998,59.57791614472906,19227.13854346702,72.38175328341151,1
Plant_124,20.794446811623157,48.569950872695166,41.05663756187599,6.320985310126507,52.076033514006255,19791.099640099674,82.10367113540887,1
Plant_125,26.76057128140081,76.33431532301096,45.33698839218069,6.430301399668383,53.07676653401114,22067.493371223005,95.3033456435441,1
Plant_126,31.571366877429938,48.53654606981312,53.20678672762815,6.869826575862335,39.044806111544375,17949.097153140836,72.21905214167286,1
Plant_127,22.028391024607934,63.02635465239033,27.287807770367326,5.545321956246354,41.192459103972695,19178.812243499717,91.71810143273845,1
Plant_128,23.301106811191683,52.45724149980642,61.71482542003308,7.159151162426335,67.98725018351311,19957.188941151835,94.98097633487784,1
Plant_129,25.298954095262925,59.35861653407007,55.73071973161866,6.5363402621646705,42.647989652367535,20448.793872556365,71.83845010971956,1
Plant_130,23.489573037651404,63.2876241030348,55.772785885619015,6.2942534277189095,66.56208252057296,20293.481524123767,65.44945394909448,0
Plant_131,20.3480097068016,63.21357215450273,51.57713608214591,6.455382922889275,47.569388011191336,21308.01732566774,83.01960900171764,1
Plant_132,25.205688924418084,64.21920754235285,45.294249865409846,6.481214677510259,50.02287936143504,22531.51852892521,74.52592477233127,1
Plant_133,21.813088858821686,76.13711269058646,55.0929185395023,5.634399348277538,60.703651602299296,21177.902346952906,98.68603219163002,1
Plant_134,26.420777291905544,64.5353430151398,53.87721200612067,7.247469113726618,62.718924219386565,21360.756570527654,80.34807540499833,1
Plant_135,22.241727297298592,57.558433647093516,39.68938933588464,6.520662816135309,48.89187439720912,15253.330499760566,71.97800591964821,1
Plant_136,29.649803215052618,69.64087168288357,36.39597340654649,6.721501065223688,46.11756946478461,20150.68309749704,68.52840488988289,0
Plant_137,22.65024012299129,71.89470488924641,46.527844428929804,6.975774885287022,49.44079551477787,21438.522644004825,90.8990495909083,1
Plant_138,24.033815451382974,47.72392184863008,68.23530227242782,5.9894187712198494,53.379575282321184,22186.82358371135,74.28816025915813,1
Plant_139,27.440551652109008,65.97400069849859,26.413393865191487,6.736735949517614,58.91303686869755,17922.947677298616,80.43828799460428,1
Plant_140,21.307407050698135,67.01172742310898,22.9871210137134,6.366179454550603,50.04229858994152,18022.882175334064,89.55802745112481,1
Plant_141,25.68237980381239,57.02436496640008,47.47141261854775,6.9233853876082465,56.188862980231534,18277.697974149203,75.1574164806917,1
Plant_142,28.921428262847286,73.75706813311619,45.76331552784027,5.436386289824252,66.3835973227094,21609.24169967403,79.5407117125984,1
Plant_143,20.17755029631632,58.499444129674735,47.60012496555612,6.450452849879365,53.81309612264785,23101.643164772628,79.8343159017748,1
Plant_144,25.553901575596914,61.255764534715425,48.659297968627506,6.198589672108019,53.11652856004778,18777.619678125197,86.83324511516092,1
Plant_145,25.779648382745272,58.2692817571613,41.65196618047792,6.716131475317078,34.810891749099326,22723.886940881148,85.90744335510325,1
Plant_146,27.34546861533193,60.155790475814676,67.34795157903123,6.735022093684101,23.692698631709366,20370.439427493784,77.79886268745172,1
Plant_147,21.289147867365756,49.037249131047986,20.986440322852268,6.146187052588987,53.88375729230168,19627.14266851269,80.63649061496518,1
Plant_148,21.03863016074717,45.59949117405706,32.57254462829631,6.143913067911978,49.05175768719128,19365.847310546094,76.28220988476511,1
Plant_149,26.565824696850694,75.94505063224972,43.45117859776429,6.444667315721335,44.85217325085258,22239.834093806472,65.22387593080555,0
Plant_150,25.890954019699556,51.53038651681672,20.352167832687492,6.051678886342396,52.435302041863444,20976.73345036121,82.5760085739813,1
Plant_151,25.75147855103763,50.08607650543693,42.362183933518935,6.9209918477260635,49.395962708030915,26827.476282942913,98.92191760833067,1
Plant_152,26.039344628490927,38.466098863962856,69.92205248592028,6.315396399776277,61.277802506338986,17443.32607100803,71.16280859308937,1
Plant_153,22.959925835264528,53.610382523104974,45.313297324439425,5.046505890339179,50.86110868258978,21554.305106089927,72.26970290397297,1
Plant_154,25.696761091483012,46.76910206592502,48.460513585780255,6.312588971689097,42.53076714929833,18412.39697056546,71.29272228356258,1
Plant_155,25.879217419896044,76.4201516013637,26.097528522411295,5.9807280895780135,59.901662389592886,17392.139039034068,87.24591778723122,1
Plant_156,22.856945745920896,70.09817089342634,35.75457887940784,5.684362092269527,47.82868925053798,19967.398588895085,84.4848545419644,1
Plant_157,30.59732353343427,53.118496548222765,39.37205429514094,5.881286680888714,55.265366836723075,20412.05743822111,78.41462307583544,1
Plant_158,26.42149876273536,82.52435805344308,40.23427354865649,6.554704235916485,45.22589293807199,28754.52066518028,70.81980938361035,1
Plant_159,21.426089508392053,69.81765486991594,64.22465692505654,7.1643204141241155,43.50173114502564,19447.562552950392,80.92376791639924,1
Plant_160,26.96966082590149,56.75168616491378,53.36536591087687,6.65659223693249,50.84168230185696,16609.46381154595,64.35377872664196,0
Plant_161,22.075954989318035,35.005942851264265,28.32813064594452,6.19674830589213,50.12828643543685,20819.032152483156,81.43426566857494,1
Plant_162,27.361253811227357,82.90942572590743,48.697571676480074,6.7279520975853515,54.79827035366833,13776.079887360895,88.71524386087934,1
Plant_163,28.47578673702221,46.10427533236404,52.47332622745178,6.270454844890504,47.313542466902575,19724.129652187203,67.48800863366321,0
Plant_164,22.537953044944867,43.546012530431085,62.102235577819,6.152699815418428,31.636402162296026,20048.07584688548,64.67481723170336,0
Plant_165,27.890128387732965,70.2257043200964,68.70811029852561,5.922818665883508,45.672261164116115,22383.801148835635,95.7943789169486,1
Plant_166,26.238342780809496,84.39752406339272,29.773587122581972,5.62408559662414,57.93818467143816,22920.86674828354,73.88240360495415,1
Plant_167,27.46618047998347,73.84272818510519,32.83713733184493,6.305038146720277,47.026239207568935,18489.29114327685,91.35947845943822,1
Plant_168,30.690378947961843,65.6390912005236,26.136332116280755,6.579026744960066,47.53616597485452,19548.1579561102,78.46002334802168,1
Plant_169,24.26383565199139,65.94754341665286,41.48970211339528,6.4516881649925555,59.863765059059375,17701.637508167987,78.38045183058672,1
Plant_170,22.73879150692753,68.53415558780307,51.995375616695014,6.2920165360263205,42.880267727410775,16615.81233557692,84.38412699496645,1
Plant_171,22.33145671112343,67.58928589786765,59.81001774883653,6.02712696965161,34.57196781757101,20929.684338141902,71.1600114325356,1
Plant_172,22.552569145103686,62.811914239693756,43.86073464536216,6.804123095842484,48.393688804745054,16179.243354210203,81.32497143495645,1
Plant_173,24.76869487175769,61.04201103951876,40.202287151177345,5.841434040026708,45.15826048751263,18756.11929828441,76.18510585175908,1
Plant_174,26.02345592444993,59.374068721004775,47.27636988373111,6.888013956921737,40.33753680246746,17014.478120302287,66.79506556594968,0
Plant_175,25.830072397990058,52.46035411133324,32.472856475549655,5.9988914905366375,48.24621544101309,21649.049558870778,83.374820747264,1
Plant_176,27.481549747108073,57.19324923133226,76.3430808254216,6.123782381323482,54.91505647246784,25404.290297799464,77.36692193122084,1
Plant_177,25.03900567563372,43.07043185804615,20.88508459322912,5.766607404692161,49.907114384321844,16095.236051590007,78.42975171555292,1
Plant_178,29.36060223147195,59.0166037320525,47.77110868343587,6.249298926557182,53.06981072686238,14440.944551307293,67.89839056585842,0
Plant_179,24.20602950028613,50.11408892849083,75.35409328844459,6.98765622923899,68.13407698515422,19625.3393439498,95.91400367762805,1
Plant_180,33.160507499768855,48.964106827842286,45.10199766839997,6.757814044221978,46.57121138442436,20047.093387873276,88.76714186386116,1
Plant_181,26.87700204329502,61.798941511534785,42.14941447497758,6.9892110560140175,52.78348634644669,20655.977920271893,89.64155884171979,1
Plant_182,22.42852733075115,73.920022863446,39.63831865784359,6.7610712729669675,44.907866374008655,18661.038454296966,76.94555297558318,1
Plant_183,21.78732250581666,69.18316606002313,42.29412477356388,5.948165085734815,41.53640280113027,19398.082103523706,62.7081711049658,0
Plant_184,26.447417245729557,44.29499396376823,65.59272712014796,6.334605387836222,44.1509234658223,21102.531231621808,99.52917382489511,1
Plant_185,24.329611644022446,50.10371863429663,11.822071330057398,6.1099004354412685,45.212414284783115,23121.292677934518,79.38902491994132,1
Plant_186,27.142001482276275,69.40771187988216,68.00150551944489,7.16528745201952,53.59475797547125,14134.85368904515,72.51200203979946,1
Plant_187,26.419712873720634,50.175126064616904,23.640642713247825,5.901605676786844,73.49075786700757,18893.18168290561,84.16801574483114,1
Plant_188,24.78151326202938,57.753668500029754,41.00021506148378,6.946848844694555,42.8395656372416,20641.42638182319,91.67120788003297,1
Plant_189,22.459618845794786,65.50052099024552,38.56133369552008,6.946476935054385,45.83374694384538,17246.071686167794,79.76949443914533,1
Plant_190,20.455458325942406,50.31655545136365,53.828299046560794,7.414810100858044,49.36876986888752,25193.5088953019,92.78575167939374,1
Plant_191,23.660455143798938,61.0537550614596,21.028134721743786,6.295156703685251,53.957988487097474,18093.77035931379,90.82999938516869,1
Plant_192,27.569196382970418,46.65974505081795,51.93258999122914,6.856161079790081,52.63550811954785,19876.12193897815,69.23618812597942,0
Plant_193,25.642281232390612,53.98632356048786,75.36464434930278,7.640825918269421,62.84095793948117,21668.066290526873,73.26209894340523,1
Plant_194,21.262783663864035,63.19781934142537,24.552389931107843,6.191179161533151,25.73607929464792,18226.145633594315,89.57537163279767,1
Plant_195,25.519542777553546,44.070062664683306,47.84559251415593,5.73247987623382,26.130701298043274,14460.280856586749,52.873874361895616,0
Plant_196,26.15595213918651,64.40474737960399,35.070267333050865,5.559994983046118,45.04121827989851,18714.0364192504,78.50544306835012,1
Plant_197,22.3484276913966,59.803622010733186,51.388308092895535,6.8563560144306654,60.97300187543709,23088.32166778112,65.69168798375328,0
Plant_198,25.461175317836584,65.52489954417148,45.28721666123628,5.558424895970708,34.34351968394404,18989.314619644585,75.23446198566475,1
Plant_199,25.174626155338,62.23914134064661,35.37769636433536,6.313840473531038,19.92367660306243,17460.697095623065,77.01179910970797,1
Plant_200,21.571089106508133,73.64140429973844,52.31808427306611,6.71865659351948,55.711794062192084,22777.016628508165,76.41755622092492,1
Plant_201,26.07336208104485,61.25224502647907,72.06522164680115,6.592587768414957,52.43657223702714,19007.67531193084,74.47738747887391,1
Plant_202,26.682353579104703,55.70594458874747,42.13644312409052,6.712722432092086,39.097915932005705,18469.51755904935,69.02856350371187,0
Plant_203,28.24915372952583,61.222975030322836,55.79636913222273,6.611144927900427,40.1446039927907,20448.36826898993,102.91911266818687,1
Plant_204,28.16140615610471,65.43298029036387,25.600905631932545,7.139432906656697,40.30256280365326,22312.250628856364,98.67462004161351,1
Plant_205,20.866991896128727,60.48860070325704,30.65345434772987,6.023841809630602,51.1053531747394,27145.140595197638,68.37934179743718,0
Plant_206,22.18652488025463,60.405916912038826,52.08609416820566,6.161502430770734,43.73684723816993,22481.70832297227,95.82116751303568,1
Plant_207,26.54510580162598,52.980083121932445,67.26174042803947,6.113670277364588,54.940639189755196,23479.519899165032,76.00534509527147,1
Plant_208,26.541357852736628,53.37099082449052,50.3342002317849,6.915095905931305,21.45373337095609,18482.101403036435,81.2918747333171,1
Plant_209,26.545143058918143,45.97394728200307,40.30412954215269,6.950199294197532,41.43148134872201,16922.39568209157,79.36726040103085,1
Plant_210,36.558194471964164,77.4957674318694,44.98937108135031,6.725612659659254,38.7394603908895,20186.99404885737,73.40251358746035,1
Plant_211,26.7126715320795,47.56136764608715,26.243883990454236,7.091746833444964,47.43659321627508,20321.50974577879,89.83852343606146,1
Plant_212,28.406696920541798,53.07094802204092,54.0677298953305,5.910979566311809,44.619522415098615,16764.46177590621,81.25886530576658,1
Plant_213,27.86200529047961,52.81592734430802,58.234995934851135,7.333612055775569,57.978437798957664,19474.116410287963,75.23448576780758,1
Plant_214,26.954173753917395,68.94924376944441,38.218645007503795,7.261619310856129,31.406632283399425,21197.952805157394,66.95410556199528,0
Plant_215,24.054192266078964,57.05050321707972,37.94936778360748,6.867810998622874,50.45491476330752,21081.18018505424,71.0640498628088,1
Plant_216,27.276907661479804,72.47742072673734,48.98817344478073,7.39089945438553,55.583364232117056,21512.86356015282,63.586198843979034,0
